tx_id,from_wallet,to_wallet,amount,timestamp,label_hint,risk_score,risk_label,reason
tx_199,0xMULE000001,0xba2b34a283,167.97,2026-02-03T08:30:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_173,0xMULE000001,0xba2b34a283,2149.58,2026-02-03T08:32:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_179,0xMULE000001,0xba2b34a283,1215.1,2026-02-03T08:33:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_130,0xMULE000001,0xf87fe3330e,1199.57,2026-02-03T08:35:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_116,0xMULE000001,0xf87fe3330e,262.26,2026-02-03T08:36:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_188,0xMULE000001,0xf87fe3330e,1483.5,2026-02-03T08:37:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_150,0xMULE000001,0xba2b34a283,2162.59,2026-02-03T08:38:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_170,0xMULE000001,0xba2b34a283,2270.4,2026-02-03T08:38:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_162,0xMULE000001,0xf87fe3330e,2203.02,2026-02-03T08:39:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_159,0xMULE000001,0xba2b34a283,1776.94,2026-02-03T08:40:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
tx_178,0xMULE000001,0xf87fe3330e,1818.3,2026-02-03T08:42:48.484248,SUSPICIOUS_MULE_OUT,5,LOW,normal_pattern
